"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","649","test_search_repeatability","tests","Fri Apr 24 13:54:56 UTC 2026","passed","Fri Apr 24 13:54:57 UTC 2026","","test_search_edge_cases","",""
"","272","test_search_with_page_limit","tests","Fri Apr 24 13:54:57 UTC 2026","passed","Fri Apr 24 13:54:57 UTC 2026","","test_search_edge_cases","",""
"","667","test_search_multiple_queries","tests","Fri Apr 24 13:54:58 UTC 2026","passed","Fri Apr 24 13:54:59 UTC 2026","","test_search_positive","",""
"","106","test_search_invalid_index","tests","Fri Apr 24 13:54:57 UTC 2026","passed","Fri Apr 24 13:54:57 UTC 2026","","test_search_negative","",""
"","221","test_search_value_types","tests","Fri Apr 24 13:54:59 UTC 2026","passed","Fri Apr 24 13:54:59 UTC 2026","","test_search_schema","",""
"","104","test_search_empty_query","tests","Fri Apr 24 13:54:57 UTC 2026","passed","Fri Apr 24 13:54:58 UTC 2026","","test_search_negative","",""
"","209","test_search_no_results","tests","Fri Apr 24 13:54:56 UTC 2026","passed","Fri Apr 24 13:54:56 UTC 2026","","test_search_edge_cases","",""
"","226","test_search_response_schema","tests","Fri Apr 24 13:54:59 UTC 2026","passed","Fri Apr 24 13:54:59 UTC 2026","","test_search_schema","",""
"","595","test_search_with_valid_query","tests","Fri Apr 24 13:54:56 UTC 2026","passed","Fri Apr 24 13:54:56 UTC 2026","","test_search_basic","",""
"","235","test_search_valid_query_returns_results","tests","Fri Apr 24 13:54:58 UTC 2026","passed","Fri Apr 24 13:54:58 UTC 2026","","test_search_positive","",""
"","100","test_search_invalid_option","tests","Fri Apr 24 13:54:58 UTC 2026","passed","Fri Apr 24 13:54:58 UTC 2026","","test_search_negative","",""
